,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2662,Bacteria,Schekmanbacteria,NA,NA,NA,NA,NA
ASV_2663,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_2665,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA
ASV_2666,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,NA,NA,NA
ASV_2667,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA
ASV_2668,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_2669,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,NA,NA,NA
ASV_2670,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_2671,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2672,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
ASV_2674,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2675,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2676,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_2677,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_2678,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_2679,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_2680,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2681,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2682,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_2683,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_2684,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_2686,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
ASV_2687,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
ASV_2688,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2689,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2691,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
ASV_2692,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV_2693,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
ASV_2694,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2695,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_2696,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA
ASV_2697,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2698,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
ASV_2699,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,marinus
ASV_2700,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2701,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
ASV_2702,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_2703,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2704,Bacteria,Gemmatimonadota,PAUC43f_marine_benthic_group,NA,NA,NA,NA
ASV_2705,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2706,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA
ASV_2707,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA
ASV_2708,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA
ASV_2709,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,NA,NA,NA
ASV_2710,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2711,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2712,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2713,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_2714,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2715,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
ASV_2717,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_2718,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2719,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_2720,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_2721,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_2722,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
ASV_2723,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,NA
ASV_2724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,NA
ASV_2725,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2726,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
ASV_2727,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_2728,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_2729,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
ASV_2730,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2731,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2732,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
ASV_2733,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_2734,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV_2735,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_2736,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2737,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2738,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2739,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_2740,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2741,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
ASV_2742,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
ASV_2743,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA,NA
ASV_2744,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,NA,NA,NA
ASV_2745,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA,NA
ASV_2746,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2747,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2748,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,NA
ASV_2749,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_2750,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2751,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_2752,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2753,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_2754,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,NA,NA,NA
ASV_2755,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_2756,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_2757,Bacteria,AncK6,NA,NA,NA,NA,NA
ASV_2758,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2759,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema_CCAP_1459-11B,NA
ASV_2760,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2761,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2762,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,NA
ASV_2763,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
ASV_2764,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
ASV_2765,Bacteria,NA,NA,NA,NA,NA,NA
ASV_2766,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
ASV_2767,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_2768,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_2769,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
ASV_2770,Bacteria,Zixibacteria,NA,NA,NA,NA,NA
ASV_2771,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2772,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_15,NA,NA,NA
ASV_2773,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2774,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_2775,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2776,Bacteria,Planctomycetota,Phycisphaerae,C86,NA,NA,NA
ASV_2777,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_2778,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
ASV_2779,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2780,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_2781,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV_2782,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2783,Bacteria,Zixibacteria,NA,NA,NA,NA,NA
ASV_2784,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA
ASV_2785,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_2786,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_2787,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2788,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_2789,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2790,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
ASV_2791,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_2792,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
ASV_2793,Bacteria,Planctomycetota,Phycisphaerae,Amsterdam-1B-07,NA,NA,NA
ASV_2794,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_2795,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA
ASV_2796,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA
ASV_2797,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_2798,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV_2799,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA
ASV_2800,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
ASV_2801,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA
ASV_2802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
ASV_2803,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2804,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_2805,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2806,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_2807,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2809,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_2810,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_2811,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2812,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,NA
ASV_2813,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA
ASV_2814,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2815,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_2816,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2817,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2818,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2820,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_2821,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_2822,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_2824,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA
ASV_2825,Bacteria,NA,NA,NA,NA,NA,NA
ASV_2826,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2827,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2828,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA
ASV_2829,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2830,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_2831,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_2832,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
ASV_2833,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,NA,NA
ASV_2834,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2835,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2836,Bacteria,Gemmatimonadota,PAUC43f_marine_benthic_group,NA,NA,NA,NA
ASV_2838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA
ASV_2839,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2840,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_2841,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2842,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2843,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,NA
ASV_2844,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,NA
ASV_2845,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_2846,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_2847,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA
ASV_2848,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2849,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_2850,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV_2851,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_2852,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_15,NA,NA,NA
ASV_2853,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_2854,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2855,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,NA
ASV_2856,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_2857,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2858,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,NA
ASV_2859,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
ASV_2860,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2861,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2862,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,NA,NA,NA
ASV_2864,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2865,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2866,Bacteria,Acidobacteriota,Subgroup_5,NA,NA,NA,NA
ASV_2867,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,NA,NA,NA
ASV_2868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV_2869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV_2870,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_2871,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2872,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2874,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
ASV_2875,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV_2876,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2877,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2878,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
ASV_2879,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA
ASV_2880,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2881,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,NA
ASV_2882,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA
ASV_2883,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2884,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2885,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_2888,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
ASV_2889,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_2890,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_2891,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2893,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_2894,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV_2895,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2896,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA
ASV_2898,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_2899,Bacteria,Proteobacteria,Gammaproteobacteria,MD2904-B13,NA,NA,NA
ASV_2901,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2902,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2903,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV_2904,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2905,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV_2906,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA
ASV_2907,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,NA
ASV_2908,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA
ASV_2909,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_2910,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,NA,NA,NA
ASV_2911,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2912,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_2913,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA
ASV_2914,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV_2915,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_2916,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_2917,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA
ASV_2918,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2920,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
ASV_2921,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,NA,NA
ASV_2922,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_2923,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2926,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA
ASV_2927,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
ASV_2928,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,NA
ASV_2929,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA
ASV_2930,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2931,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2932,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2933,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2934,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
ASV_2935,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
ASV_2936,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_2937,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA,NA
ASV_2938,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
ASV_2939,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_2940,Bacteria,NA,NA,NA,NA,NA,NA
ASV_2941,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_2942,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
ASV_2943,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA
ASV_2945,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_2946,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_2947,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
ASV_2948,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV_2949,Bacteria,Acidobacteriota,AT-s3-28,NA,NA,NA,NA
