,DC.C01.4861,DC.C01.4811,DC.C01.3000,DC.C01.1000,DC.C01.900,DC.C01N.120,DC.C01.80,DC.C01.5,DC.C14.4183,DC.C14.4138,DC.C14.2000,DC.C14N.1000,DC.C14.150,DC.C14.120,DC.C14.70,DC.C14.5,DC2.R04C06.05to1,DC2.R04C06.0to05,DC2.R04C06.10to15r,DC2.R04C06.1to5,DC2.R04C06.5to10,DC2.R14C27.05to1,DC2.R14C27.0to05,DC2.R14C27.10to15,DC2.R14C27.1to5,DC2.R14C27.5to10
sp3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0,0,0,0,0,0.00014156,0
sp3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0.00028257,0,0,0.00056746,0.00056649,0,0.00028313,0
sp3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00042644,0,0.00056577,0.00014164,0,0,0,0,0
sp3116,0.00014071,0.00084353,0,0,0,0,0,0,0.00028121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0,0,0,0
sp3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0,0,0,0.00028325,0,0,0
sp3121,0,0,0,0,0,0.00098411,0,0,0,0,0,0,0.00126458,0.00084436,0,0,0,0,0,0,0,0,0,0,0,0
sp3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008477,0,0,0.00014186,0,0.00084938,0,0
sp3123,0,0,0,0.00028133,0.00042159,0,0,0,0,0.00014065,0,0.0002809,0.00014051,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3124,0,0,0,0,0,0,0,0,0,0,0,0,0.00182661,0.00182944,0,0,0,0,0,0,0,0,0,0,0,0
sp3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00014164,0,0,0,0,0
sp3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0.00014164,0.00014186,0,0,0.00028313,0
sp3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0.00042559,0.00042487,0.00070781,0.00028313,0
sp3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0.00028373,0,0,0,0.00028269
sp3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084866,0,0,0,0,0,0
sp3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0.00028329,0,0,0,0,0
sp3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0.00014164,0,0,0.00070781,0.00056625,0.00028269
sp3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00042433,0,0,0,0,0,0
sp3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3137,0,0,0,0,0,0.00014059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0.00014156,0.00042403
sp3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0,0,0,0.00014162,0.00014156,0,0
sp3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00014164,0.00014186,0,0,0.00042469,0
sp3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3143,0.00042212,0.00042176,0,0,0,0,0,0,0.00084364,0,0.00070244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3144,0,0,0.00070294,0,0,0,0,0,0.00070304,0.00112518,0.00056196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3145,0,0,0,0.00267267,0,0,0,0,0,0,0.0012644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3146,0,0,0,0,0,0,0.00070284,0.00632111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3147,0,0,0,0,0,0,0,0.00014047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113717,0,0,0,0,0,0,0,0
sp3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098898,0.00042433,0.00113314,0.00042559,0.00070811,0,0.00042469,0.00028269
sp3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0.00014162,0.00184032,0.00070781,0.00141343
sp3152,0.00056283,0.00028118,0.0011247,0,0,0,0,0,0.00070304,0.00112518,0.00014049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014186,0,0,0,0
sp3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0,0,0,0,0,0,0
sp3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0.00042493,0,0,0,0,0
sp3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0.00014156,0,0
sp3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0.00014164,0.00014186,0,0,0,0
sp3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3161,0.00014071,0,0,0,0,0,0,0,0,0,0.00042147,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3162,0,0,0.00098411,0,0,0,0,0,0,0.00014065,0.00084293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3163,0,0,0.00014059,0,0,0,0,0,0.00070304,0,0.00042147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3164,0,0,0,0.00070333,0.0009837,0,0,0,0,0,0.00224782,0.00098315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00071073,0,0,0,0.00014186,0.00014162,0,0.00014156,0
sp3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00014215,0,0.00028289,0,0.00028373,0.00028325,0,0,0
sp3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0.00014186,0,0,0,0
sp3168,0,0,0.00014059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098898,0,0.00028329,0.00028373,0.00028325,0.00042469,0.00056625,0
sp3172,0,0,0,0.00154733,0.00154581,0,0,0,0,0,0.00070244,0.00154494,0.00028102,0.00014073,0,0,0,0,0,0,0,0,0,0,0,0
sp3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028313,0.00014156,0.00028269
sp3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183668,0,0.00014164,0,0,0,0,0
sp3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042493,0.00014186,0,0.00014156,0.00014156,0
sp3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00014215,0,0,0,0.00028373,0.00014162,0,0.00042469,0
sp3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0.00028257,0,0,0,0,0,0,0
sp3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00028289,0,0,0,0,0,0
sp3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056746,0.00042487,0.00028313,0.00169875,0.00113074
sp3184,0,0,0,0.00239133,0,0,0,0,0,0,0.00056196,0.00014045,0.00070254,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3185,0,0,0,0.00070333,0,0,0,0,0,0,0,0.0002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0.00056746,0,0,0,0
sp3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00042644,0,0,0,0.00014186,0.00014162,0,0,0.00014134
sp3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0.00014144,0.00056657,0.00014186,0.00042487,0,0,0
sp3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0
sp3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0.00028373,0.00014162,0,0,0
sp3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254813,0,0.00042403
sp3193,0.00098494,0,0.00084353,0,0,0,0,0,0.00014061,0.00042194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3194,0,0,0,0.00112533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014164,0,0,0,0,0
sp3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028313,0
sp3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0.00056513,0.00014144,0.00014164,0,0.00014162,0.00014156,0.00070781,0.00042403
sp3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00085288,0,0,0,0.00014186,0,0,0.00014156,0
sp3199,0.00028141,0.00028118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3200,0,0,0,0,0,0.00140588,0.00028114,0,0,0,0,0,0,0,0.00056219,0,0,0,0,0,0,0,0,0,0,0
sp3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0.00014162,0,0.00028313,0
sp3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0,0,0,0
sp3204,0,0,0,0,0,0,0.00070284,0.00098328,0,0,0,0,0,0,0.00140548,0,0,0,0,0,0,0,0,0,0,0
sp3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00042644,0,0.00014144,0.00014164,0.00014186,0,0,0,0
sp3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00028289,0.00056657,0.00014186,0,0,0,0
sp3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042433,0,0,0,0,0,0
sp3208,0.00070353,0.00014059,0,0,0,0,0,0,0,0.00014065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3209,0,0,0.00140588,0,0,0,0,0,0,0,0.00295027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3210,0,0,0.00070294,0,0,0,0,0,0.00028121,0,0.00056196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3211,0,0,0,0,0,0,0,0,0,0,0,0,0.00337221,0.00112581,0,0,0,0,0,0,0,0,0,0,0,0
sp3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00028429,0,0,0,0.00014186,0,0,0,0
sp3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0,0,0,0,0,0
sp3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0.00028329,0.00099305,0,0,0.00028313,0.00028269
sp3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3217,0.00168848,0,0.0011247,0,0,0,0,0,0.00112486,0,0.00028098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3218,0,0,0,0.00014067,0,0,0,0,0,0,0,0,0.00365322,0.00337743,0.00014055,0,0,0,0,0,0,0,0,0,0,0
sp3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3220,0,0,0,0,0,0,0,0,0,0,0,0,0.00028102,0.00112581,0,0,0,0,0,0,0,0,0,0,0,0
sp3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042433,0.00028329,0.00042559,0.00042487,0,0,0
sp3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00014164,0.00014186,0.00014162,0,0,0
sp3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0.00028289,0,0,0,0,0,0
sp3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028329,0,0,0,0,0
sp3226,0,0,0.00154646,0,0.0009837,0,0,0,0,0,0.00112391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0.00028329,0.00028373,0,0,0.00014156,0.00028269
sp3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056859,0,0.00014144,0.00014164,0,0,0,0,0
sp3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0.00014128,0.00014144,0,0,0.00028325,0,0,0
sp3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0.00014144,0.00014164,0,0,0,0,0
sp3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113026,0,0.00014164,0,0,0.00084938,0.00014156,0.00014134
sp3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028289,0.00042493,0.00028373,0.00042487,0.00084938,0.00042469,0.00056537
sp3233,0,0,0,0.00056267,0,0.00098411,0.00224909,0.00098328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3234,0,0,0,0,0,0,0,0,0,0,0,0,0.0015456,0.00211089,0,0,0,0,0,0,0,0,0,0,0,0
sp3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0,0,0,0.00028329,0.00014186,0.00056649,0,0.00014156,0
sp3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0.00014186,0,0,0.00028313,0
sp3238,0.00070353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0.00028269
sp3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3244,0,0,0,0,0,0,0,0,0,0,0,0,0.00084305,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0.00014144,0,0.00014186,0.00056649,0,0,0
sp3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0.00014156,0
sp3248,0,0,0.00098411,0.00112533,0.00028106,0,0,0,0,0,0.0012644,0.00042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0,0,0,0,0,0,0
sp3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0.00028289,0,0,0,0.00056625,0,0.00014134
sp3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0.00042493,0,0,0,0,0
sp3252,0.00056283,0.00098411,0,0,0,0,0,0,0,0.00098453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0.00014186,0,0,0,0
sp3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0.00028329,0,0,0,0.00070781,0
sp3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0.00070822,0,0,0.00084938,0.00014156,0.00042403
sp3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0,0,0,0,0,0
sp3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3259,0,0,0,0,0,0.00407704,0.00056227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3260,0,0,0,0,0,0.00070294,0.00014057,0,0,0,0,0,0.00196712,0.00014073,0,0,0,0,0,0,0,0,0,0,0,0
sp3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3263,0.00084424,0.00042176,0,0,0,0,0,0,0.00042182,0.00014065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3264,0,0,0,0,0,0.00028118,0.00056227,0.00070235,0,0,0,0,0,0,0.00056219,0.00042135,0,0,0,0,0,0,0,0,0,0
sp3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0,0,0,0,0.00028325,0,0,0
sp3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3268,0,0,0,0.00070333,0.00210793,0,0,0,0,0,0.00014049,0.00098315,0,0.00028145,0,0,0,0,0,0,0,0,0,0,0,0
sp3269,0,0,0,0,0,0,0.00140568,0.00098328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3270,0,0,0,0,0,0,0,0,0,0,0,0,0.0016861,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071073,0,0.00014144,0.00014164,0,0,0,0,0
sp3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071073,0,0,0.00014164,0.00014186,0,0,0,0
sp3275,0,0,0.00028118,0.00028133,0.00042159,0,0,0,0,0,0.00028098,0.0005618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3276,0,0,0,0.00154733,0.0009837,0,0,0,0,0,0,0.00070225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3277,0,0,0,0,0,0.00056235,0,0,0,0,0,0,0,0,0.00238932,0,0,0,0,0,0,0,0,0,0,0
sp3278,0,0,0,0.00014067,0,0.00295234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070274,0,0,0,0,0,0,0,0,0,0,0
sp3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042559,0.00014162,0,0,0
sp3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0.00042487,0.00070781,0.00028313,0.00014134
sp3283,0,0.00042176,0.0011247,0,0,0,0,0,0.00112486,0.00084388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3285,0,0,0,0,0,0,0,0.00014047,0,0,0,0,0,0,0.00224877,0,0,0,0,0,0,0,0,0,0,0
sp3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0.00014164,0,0.00014162,0,0.00042469,0.00014134
sp3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028289,0.00014164,0.00042559,0.00056649,0,0.00042469,0
sp3289,0.00098494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3290,0,0,0,0,0.00126476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00056577,0,0,0,0,0,0
sp3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070641,0.00042433,0.00014164,0,0,0.00028313,0,0
sp3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028257,0,0.00014164,0,0,0.0011325,0,0
sp3296,0,0,0,0.00014067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp3297,0,0,0.00168705,0.00028133,0,0,0,0,0,0,0.00056196,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3298,0,0,0,0.000422,0.00126476,0,0,0,0,0,0,0.0005618,0.00056203,0.00112581,0,0,0,0,0,0,0,0,0,0,0,0
sp3299,0,0,0,0,0,0.00140588,0,0,0,0,0,0,0.0016861,0.00182944,0,0,0,0,0,0,0,0,0,0,0,0
sp3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00014215,0,0,0,0,0,0,0,0
sp3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028373,0,0,0,0
sp3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00014144,0,0,0,0,0,0
sp3304,0.00028141,0,0,0,0,0,0,0,0.00070304,0.00042194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3305,0,0,0,0.000844,0.00140528,0,0,0,0,0,0,0.0011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3306,0,0,0,0,0,0.00042176,0.00098398,0.00042141,0,0,0,0,0,0.00014073,0.00098384,0,0,0,0,0,0,0,0,0,0,0
sp3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3308,0,0.00014059,0.00056235,0.00028133,0.00028106,0,0,0,0,0.00014065,0.00056196,0.0005618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp3309,0,0,0,0,0,0,0.00182738,0.00112375,0,0,0,0,0,0,0.0002811,0,0,0,0,0,0,0,0,0,0,0
sp3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0.00014164,0,0.00042487,0,0.00070781,0
sp3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0.00014164,0.00042559,0,0,0,0
sp3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0,0.00014134
sp3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
